E. Cavani,30,3,87,48500000,160000,26,80,58,62,82,74,80,61,58,74,62,82,79,84,80,64,80,61,58,74,62,82,79,84,80,64,84
Marcelo,29,2,87,38000000,250000,7,79,82,82,79,80,79,84,82,80,82,79,81,77,80,84,79,84,82,80,82,79,81,77,80,84,77
M. Hamšík,29,18,87,48500000,130000,4,85,71,77,84,85,85,75,71,85,77,84,83,81,83,77,85,75,71,85,77,84,83,81,83,77,81
I. Rakitić,29,9,87,48500000,275000,4,83,64,74,82,84,83,69,64,84,74,82,82,78,81,72,83,69,64,84,74,82,82,78,81,72,78
David Silva,31,6,87,44000000,220000,12,84,50,64,81,81,84,59,50,81,64,81,82,75,82,65,84,59,50,81,64,81,82,75,82,65,75
S. Handanovič,32,12,87,29000000,91000,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Piqué,30,6,87,37500000,240000,1,68,84,81,68,74,68,78,84,74,81,68,68,69,66,76,68,78,84,74,81,68,68,69,66,76,69
Iniesta,33,6,87,29500000,260000,12,87,63,74,83,84,87,69,63,84,74,83,84,76,84,72,87,69,63,84,74,83,84,76,84,72,76
H. Kane,23,19,86,59000000,165000,26,79,57,62,82,74,79,60,57,74,62,82,78,84,79,62,79,60,57,74,62,82,78,84,79,62,84
J. Rodríguez,25,20,86,56000000,250000,22,83,53,64,83,79,83,61,53,79,64,83,82,80,83,65,83,61,53,79,64,83,82,80,83,65,80
Isco,25,6,86,56500000,250000,12,85,61,71,84,84,85,67,61,84,71,84,82,79,83,70,85,67,61,84,71,84,82,79,83,70,79
D. Alaba,25,21,86,44500000,150000,4,80,80,82,79,81,80,83,80,81,82,79,81,77,80,84,80,83,80,81,82,79,81,77,80,84,77
R. Lukaku,24,7,86,59000000,210000,26,77,53,57,80,71,77,56,53,71,57,80,77,84,78,58,77,56,53,71,57,80,77,84,78,58,84
Alex Sandro,26,2,86,44000000,175000,12,77,81,81,76,78,77,84,81,78,81,76,80,75,78,84,77,84,81,78,81,76,80,75,78,84,75
T. Müller,27,4,86,47500000,190000,26,81,58,65,83,78,81,66,58,78,65,83,81,83,81,68,81,66,58,78,65,83,81,83,81,68,83
Sergio Busquets,28,6,86,36000000,250000,4,75,80,83,72,81,75,76,80,81,83,72,73,68,70,77,75,76,80,81,83,72,73,68,70,77,68
Coutinho,25,2,86,56000000,205000,0,85,49,61,83,79,85,60,49,79,61,83,83,77,84,64,85,60,49,79,61,83,83,77,84,64,77
M. Reus,28,4,86,45000000,120000,14,86,52,64,86,80,86,63,52,80,64,86,84,82,86,67,86,63,52,80,64,86,84,82,86,67,82
T. Alderweireld,28,7,86,40500000,165000,1,67,84,81,67,74,67,79,84,74,81,67,67,67,65,77,67,79,84,74,81,67,67,67,65,77,67
David Luiz,30,2,86,33000000,190000,1,71,83,81,69,75,71,79,83,75,81,69,70,69,69,78,71,79,83,75,81,69,70,69,69,78,69
Diego Costa,28,6,86,46000000,235000,26,76,57,60,80,71,76,58,57,71,60,80,76,83,77,60,76,58,57,71,60,80,76,83,77,60,83
R. Nainggolan,29,7,86,42500000,130000,0,82,81,84,82,84,82,83,81,84,84,82,82,80,81,84,82,83,81,84,84,82,82,80,81,84,80
Javi Martínez,28,6,86,36000000,165000,2,67,84,80,66,72,67,76,84,72,80,66,65,67,63,74,67,76,84,72,80,66,65,67,63,74,67
D. Mertens,30,7,86,43000000,135000,26,85,47,60,85,78,85,60,47,78,60,85,84,78,86,65,85,60,47,78,60,85,84,78,86,65,78
Sokratis,29,22,86,34500000,110000,1,59,84,76,61,63,59,77,84,63,76,61,61,64,59,73,59,77,84,63,76,61,61,64,59,73,64
Miranda,32,2,86,25500000,115000,1,63,84,79,62,67,63,77,84,67,79,62,63,63,61,75,63,77,84,67,79,62,63,63,61,75,63
K. Benzema,29,13,86,44500000,295000,26,82,44,52,84,72,82,51,44,72,52,84,80,83,83,56,82,51,44,72,52,84,80,83,83,56,83
Cesc Fàbregas,30,6,86,41000000,210000,0,82,64,72,80,83,82,70,64,83,72,80,81,77,80,72,82,70,64,83,72,80,81,77,80,72,77
F. Ribéry,34,13,86,22500000,175000,14,85,42,57,83,78,85,55,42,78,57,83,83,77,84,61,85,55,42,78,57,83,83,77,84,61,77
Pepe,34,0,86,13500000,94000,1,59,83,76,59,63,59,75,83,63,76,59,59,61,58,72,59,75,83,63,76,59,59,61,58,72,61
P. Čech,35,23,86,10500000,92000,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Y. Carrasco,23,7,85,51500000,77000,22,82,45,56,83,74,82,56,45,74,56,83,83,79,84,60,82,56,45,74,56,83,83,79,84,60,79
R. Varane,24,13,85,46500000,175000,1,64,83,79,62,69,64,77,83,69,79,62,63,62,61,73,64,77,83,69,79,62,63,62,61,73,62
Casemiro,25,2,85,42000000,195000,2,74,83,84,72,79,74,78,83,79,84,72,71,72,69,77,74,78,83,79,84,72,71,72,69,77,72
L. Insigne,26,11,85,45000000,115000,14,85,39,54,83,77,85,55,39,77,54,83,84,76,85,60,85,55,39,77,54,83,84,76,85,60,76
A. Lacazette,26,13,85,48500000,180000,26,81,54,60,83,74,81,59,54,74,60,83,80,83,82,62,81,59,54,74,60,83,80,83,82,62,83
K. Navas,30,24,85,24500000,165000,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
H. Mkhitaryan,28,25,85,39000000,195000,12,84,62,70,83,80,84,70,62,80,70,83,83,79,84,73,84,70,62,80,70,83,83,79,84,73,79
D. Subašić,32,9,85,22000000,46000,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
B. Leno,25,4,85,34000000,61000,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
M. ter Stegen,25,4,85,35500000,155000,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
K. Glik,29,5,85,30000000,60000,1,47,83,74,48,55,47,72,83,55,74,48,50,52,45,68,47,72,83,55,74,48,50,52,45,68,52
Jordi Alba,28,6,85,30500000,215000,7,78,78,80,78,78,78,83,78,78,80,78,81,75,80,84,78,83,78,78,80,78,81,75,80,84,75
I. Gündoğan,26,4,85,46000000,190000,2,84,69,77,81,83,84,73,69,83,77,81,81,76,81,75,84,73,69,83,77,81,81,76,81,75,76
Azpilicueta,27,6,85,37500000,160000,7,72,83,82,70,76,72,84,83,76,82,70,74,68,71,83,72,84,83,76,82,70,74,68,71,83,68
A. Di María,29,1,85,37500000,145000,14,83,58,66,82,78,83,66,58,78,66,82,83,77,83,70,83,66,58,78,66,82,83,77,83,70,77
M. Pjanić,27,26,85,43500000,160000,2,83,70,78,80,83,83,75,70,83,78,80,81,74,80,77,83,75,70,83,78,80,81,74,80,77,74
C. Marchisio,31,11,85,33000000,160000,2,82,77,81,80,83,82,79,77,83,81,80,81,76,80,80,82,79,77,83,81,80,81,76,80,80,76
J. Vertonghen,30,7,85,28500000,130000,1,70,83,81,70,74,70,80,83,74,81,70,70,70,69,78,70,80,83,74,81,70,70,70,69,78,70
B. Matuidi,30,13,85,28500000,145000,4,76,82,83,75,79,76,82,82,79,83,75,77,73,75,82,76,82,82,79,83,75,77,73,75,82,73
S. Ruffier,30,13,85,24500000,49000,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Filipe Luís,31,2,85,25000000,81000,7,75,80,81,74,77,75,83,80,77,81,74,78,72,75,83,75,83,80,77,81,74,78,72,75,83,72
V. Kompany,31,7,85,26000000,170000,1,62,82,77,62,67,62,76,82,67,77,62,63,63,61,74,62,76,82,67,77,62,63,63,61,74,63
A. Barzagli,36,11,85,5000000,105000,1,58,83,76,55,63,58,75,83,63,76,55,57,53,55,71,58,75,83,63,76,55,57,53,55,71,53
E. Bailly,23,27,84,35500000,150000,1,61,83,76,61,65,61,77,83,65,76,61,63,60,61,75,61,77,83,65,76,61,63,60,61,75,60
Marco Asensio,21,6,84,46000000,175000,14,82,50,62,81,78,82,60,50,78,62,81,81,77,81,65,82,60,50,78,62,81,81,77,81,65,77
Bernardo Silva,22,0,84,43500000,165000,22,83,53,66,82,79,83,63,53,79,66,82,83,75,83,68,83,63,53,79,66,82,83,75,83,68,75
A. Laporte,23,13,84,35500000,36000,1,62,83,79,62,69,62,78,83,69,79,62,64,64,61,75,62,78,83,69,79,62,64,64,61,75,64
D. Alli,21,19,84,43000000,115000,12,83,69,75,83,81,83,72,69,81,75,83,81,81,81,73,83,72,69,81,75,83,81,81,81,73,81
S. Mané,25,28,84,39000000,175000,14,81,51,60,82,74,81,60,51,74,60,82,82,79,83,63,81,60,51,74,60,82,82,79,83,63,79
Carvajal,25,6,84,32000000,195000,17,70,81,80,69,73,70,83,81,73,80,69,75,65,72,83,70,83,81,73,80,69,75,65,72,83,65
J. Draxler,23,4,84,39500000,120000,12,83,49,59,83,77,83,57,49,77,59,83,82,80,83,62,83,57,49,77,59,83,82,80,83,62,80
M. Icardi,24,1,84,42000000,105000,26,75,46,50,79,67,75,49,46,67,50,79,73,82,75,51,75,49,46,67,50,79,73,82,75,51,82
Morata,24,6,84,41000000,170000,26,79,45,51,81,70,79,51,45,70,51,81,78,82,80,56,79,51,45,70,51,81,78,82,80,56,82
K. Koulibaly,26,28,84,32500000,96000,1,48,83,73,49,55,48,74,83,55,73,49,52,51,48,70,48,74,83,55,73,49,52,51,48,70,51
T. Horn,24,4,84,31000000,39000,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Koke,25,6,84,39500000,84000,12,82,67,75,80,82,82,71,67,82,75,80,81,77,80,74,82,71,67,82,75,80,81,77,80,74,77
K. Manolas,26,22,84,31500000,96000,1,49,83,74,48,56,49,76,83,56,74,48,53,49,49,72,49,76,83,56,74,48,53,49,49,72,49
S. Mustafi,25,4,84,31500000,145000,1,64,82,78,63,68,64,76,82,68,78,63,63,65,62,74,64,76,82,68,78,63,63,65,62,74,65
Ander Herrera,27,6,84,32000000,190000,2,81,78,83,79,83,81,80,78,83,83,79,80,75,79,81,81,80,78,83,83,79,80,75,79,81,75
K. Strootman,27,16,84,35000000,105000,2,80,79,83,78,83,80,78,79,83,83,78,78,76,77,79,80,78,79,83,83,78,78,76,77,79,76
Pedro,29,6,84,30500000,200000,14,82,50,61,82,77,82,60,50,77,61,82,82,77,83,65,82,60,50,77,61,82,82,77,83,65,77
R. Bürki,26,29,84,26000000,69000,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Bruno,33,6,84,18500000,59000,2,76,78,82,74,82,76,74,78,82,82,74,72,71,71,75,76,74,78,82,82,74,72,71,71,75,71
I. Perišić,28,9,84,31500000,110000,0,80,56,62,81,76,80,64,56,76,62,81,82,81,82,67,80,64,56,76,62,81,82,81,82,67,81
E. Džeko,31,26,84,28000000,115000,26,77,49,57,79,73,77,52,49,73,57,79,75,82,76,55,77,52,49,73,57,79,75,82,76,55,82
Willian,28,2,84,31500000,200000,0,83,55,68,82,80,83,68,55,80,68,82,83,74,83,72,83,68,55,80,68,82,83,74,83,72,74
S. Khedira,30,4,84,29000000,160000,2,79,81,82,78,82,79,78,81,82,82,78,77,77,76,79,79,78,81,82,82,78,77,77,76,79,77
R. Fährmann,28,4,84,25000000,54000,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Sergio Asenjo,28,6,84,25000000,46000,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Juan Mata,29,6,84,30500000,195000,22,82,45,59,81,78,82,55,45,78,59,81,81,76,81,61,82,55,45,78,59,81,81,76,81,61,76
M. Benatia,30,30,84,23000000,145000,1,58,82,75,58,62,58,75,82,62,75,58,60,60,58,72,58,75,82,62,75,58,60,60,58,72,60
D. Payet,30,13,84,29500000,60000,0,84,51,63,82,79,84,60,51,79,63,82,83,78,83,64,84,60,51,79,63,82,83,78,83,64,78
Falcao,31,20,84,28000000,68000,26,77,54,57,79,71,77,54,54,71,57,79,74,82,76,56,77,54,54,71,57,79,74,82,76,56,82
L. Koscielny,31,13,84,21000000,150000,1,62,82,78,60,67,62,78,82,67,78,60,63,58,60,76,62,78,82,67,78,60,63,58,60,76,58
G. Cahill,31,19,84,21000000,160000,1,61,82,75,61,65,61,73,82,65,75,61,58,64,58,69,61,73,82,65,75,61,58,64,58,69,64
Dani Alves,34,2,84,9000000,115000,17,79,76,79,78,80,79,81,76,80,79,78,80,74,79,81,79,81,76,80,79,78,80,74,79,81,74
A. Gómez,29,1,84,31000000,60000,26,84,45,59,83,77,84,59,45,77,59,83,84,76,85,65,84,59,45,77,59,83,84,76,85,65,76
Aduriz,36,6,84,11000000,38000,26,76,60,58,80,69,76,58,60,69,58,80,73,83,75,58,76,58,60,69,58,80,73,83,75,58,83
K. Mbappé,18,13,83,41500000,31000,26,81,58,64,82,75,81,64,58,75,64,82,81,82,82,67,81,64,58,75,64,82,81,82,82,67,82
O. Dembélé,20,13,83,40000000,150000,0,82,45,57,82,74,82,58,45,74,57,82,82,76,83,63,82,58,45,74,57,82,82,76,83,63,76
N. Keïta,22,31,83,34000000,68000,0,82,65,76,80,82,82,71,65,82,76,80,81,74,80,75,82,71,65,82,76,80,81,74,80,75,74
J. Giménez,22,3,83,28500000,53000,1,51,82,73,51,57,51,75,82,57,73,51,53,56,51,71,51,75,82,57,73,51,53,56,51,71,56
G. Rulli,25,1,83,25500000,28000,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
T. Lemar,21,13,83,38500000,37000,12,82,66,72,81,78,82,72,66,78,72,81,82,77,82,75,82,72,66,78,72,81,82,77,82,75,77
João Mário,24,0,83,34000000,70000,0,80,70,77,79,81,80,74,70,81,77,79,80,74,79,77,80,74,70,81,77,79,80,74,79,77,74
N. Süle,21,4,83,30500000,78000,1,51,81,75,52,60,51,73,81,60,75,52,51,56,48,69,51,73,81,60,75,52,51,56,48,69,56
Ederson,23,2,83,26000000,87000,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Fabinho,23,2,83,29500000,37000,2,74,82,82,74,77,74,82,82,77,82,74,76,72,74,82,74,82,82,77,82,74,76,72,74,82,72
M. Salah,25,32,83,32500000,135000,24,81,56,64,82,75,81,64,56,75,64,82,82,78,83,68,81,64,56,75,64,82,82,78,83,68,78
A. Belotti,23,11,83,37000000,58000,26,74,51,52,78,65,74,52,51,65,52,78,72,82,75,54,74,52,51,65,52,78,72,82,75,54,82
E. Forsberg,25,15,83,31500000,75000,12,81,45,59,79,76,81,55,45,76,59,79,81,74,81,61,81,55,45,76,59,79,81,74,81,61,74
Marquinhos,23,2,83,30500000,75000,1,64,82,80,61,70,64,80,82,70,80,61,67,60,63,79,64,80,82,70,80,61,67,60,63,79,60
William Carvalho,25,0,83,27500000,21000,4,72,79,81,69,79,72,75,79,79,81,69,72,67,69,75,72,75,79,79,81,69,72,67,69,75,67
S. Umtiti,23,13,83,29500000,135000,1,69,81,79,69,73,69,79,81,73,79,69,70,69,69,78,69,79,81,73,79,69,70,69,69,78,69
R. Mahrez,26,33,83,30500000,88000,22,81,41,55,80,74,81,54,41,74,55,80,81,74,82,60,81,54,41,74,55,80,81,74,82,60,74
V. van Dijk,25,16,83,27500000,89000,1,66,82,79,66,71,66,77,82,71,79,66,67,67,65,76,66,77,82,71,79,66,67,67,65,76,67
Roberto Firmino,25,2,83,34000000,135000,0,83,58,65,83,79,83,63,58,79,65,83,82,81,82,66,83,63,58,79,65,83,82,81,82,66,81
Danilo Pereira,25,0,83,27500000,18000,4,72,82,82,72,77,72,77,82,77,82,72,72,71,69,76,72,77,82,77,82,72,72,71,69,76,71
Vitolo,27,6,83,27000000,68000,22,81,47,57,81,75,81,54,47,75,57,81,82,79,81,59,81,54,47,75,57,81,82,79,81,59,79
A. Lopes,26,0,83,22500000,60000,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
S. de Vrij,25,16,83,29000000,56000,1,59,81,77,58,66,59,75,81,66,77,58,60,57,57,73,59,75,81,66,77,58,60,57,57,73,57
M. Perin,24,11,83,25000000,28000,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
J. Matip,25,34,83,26500000,110000,1,66,82,79,64,72,66,76,82,72,79,64,66,63,63,75,66,76,82,72,79,64,66,63,63,75,63
I. Gueye,27,28,83,24500000,115000,4,74,81,82,73,77,74,80,81,77,82,73,74,70,72,80,74,80,81,77,82,73,74,70,72,80,70
Iago Aspas,29,6,83,26000000,39000,24,81,46,55,82,72,81,54,46,72,55,82,79,82,81,58,81,54,46,72,55,82,79,82,81,58,82
N. Otamendi,29,1,83,20000000,140000,1,58,81,76,58,64,58,75,81,64,76,58,58,63,57,72,58,75,81,64,76,58,58,63,57,72,63
N. Matić,28,35,83,21000000,140000,4,74,80,81,73,79,74,78,80,79,81,73,74,73,72,78,74,78,80,79,81,73,74,73,72,78,73
J. Pastore,28,1,83,25500000,100000,24,83,63,72,81,81,83,68,63,81,72,81,81,77,81,71,83,68,63,81,72,81,81,77,81,71,77
Parejo,28,6,83,25500000,45000,2,80,65,74,78,82,80,68,65,82,74,78,78,75,77,71,80,68,65,82,74,78,78,75,77,71,75
S. Kagawa,28,36,83,26000000,75000,3,81,43,59,78,76,81,56,43,76,59,78,79,71,78,61,81,56,43,76,59,78,79,71,78,61,71
G. Bonaventura,27,11,83,26500000,115000,14,82,70,76,80,82,82,75,70,82,76,80,81,77,81,78,82,75,70,82,76,80,81,77,81,78,77
B. Dost,28,16,83,27000000,28000,26,71,57,57,76,67,71,54,57,67,57,76,68,81,69,55,71,54,57,67,57,76,68,81,69,55,81
K. Walker,27,19,83,24000000,130000,24B,73,79,78,73,74,73,82,79,74,78,73,76,72,74,81,73,82,79,74,78,73,76,72,74,81,72
Oscar,25,2,83,0,0,0,81,49,61,80,77,81,61,49,77,61,80,79,74,79,64,81,61,49,77,61,80,79,74,79,64,74
S. N'Zonzi,28,13,83,21000000,25000,4,74,82,82,73,79,74,77,82,79,82,73,72,73,70,76,74,77,82,79,82,73,72,73,70,76,73
M. Musacchio,26,1,83,27000000,105000,1,64,82,79,62,69,64,78,82,69,79,62,63,62,61,75,64,78,82,69,79,62,63,62,61,75,62
O. Toprak,27,37,83,24500000,66000,1,62,81,77,60,67,62,77,81,67,77,60,63,59,60,74,62,77,81,67,77,60,63,59,60,74,59
José Callejón,30,6,83,24500000,87000,24,80,48,56,81,73,80,60,48,73,56,81,81,79,82,64,80,60,48,73,56,81,81,79,82,64,79
Adrien Silva,28,0,83,0,0,2,80,75,81,78,82,80,78,75,82,81,78,79,74,78,79,80,78,75,82,81,78,79,74,78,79,74
S. Giovinco,30,11,83,25000000,15000,26,83,41,57,83,76,83,54,41,76,57,83,82,76,83,60,83,54,41,76,57,83,82,76,83,60,76
N. Gaitán,29,1,83,25500000,70000,12,81,50,61,80,76,81,61,50,76,61,80,81,75,81,65,81,61,50,76,61,80,81,75,81,65,75
M. Mandžukić,31,9,83,23500000,135000,12,76,73,72,78,75,76,72,73,75,72,78,77,81,76,72,76,72,73,75,72,78,77,81,76,72,81
A. Lallana,29,19,83,25000000,135000,4,82,69,75,80,81,82,73,69,81,75,80,81,77,80,75,82,73,69,81,75,80,81,77,80,75,77
B. Höwedes,29,4,83,20000000,50000,1,62,81,76,61,66,62,76,81,66,76,61,63,63,61,73,62,76,81,66,76,61,63,63,61,73,63
E. Banega,29,1,83,25500000,27000,4,81,66,75,78,81,81,70,66,81,75,78,79,71,79,73,81,70,66,81,75,78,79,71,79,73,71
Rui Patrício,29,0,83,17500000,19000,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Y. Sommer,28,29,83,21000000,39000,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
M. Schneiderlin,27,13,83,25500000,115000,4,75,79,82,73,79,75,79,79,79,82,73,75,71,72,79,75,79,79,79,82,73,75,71,72,79,71
Jonas,33,2,83,16500000,21000,3,81,50,58,82,75,81,55,50,75,58,82,79,81,80,58,81,55,50,75,58,82,79,81,80,58,81
K. Gameiro,30,13,83,25000000,73000,26,80,51,59,81,74,80,59,51,74,59,81,80,81,80,62,80,59,51,74,59,81,80,81,80,62,81
L. Piszczek,32,5,83,14500000,66000,1,74,80,79,74,75,74,81,80,75,79,74,76,74,75,81,74,81,80,75,79,74,76,74,75,81,74
E. Garay,30,1,83,19000000,40000,1,64,81,77,63,70,64,74,81,70,77,63,63,66,61,72,64,74,81,70,77,63,63,66,61,72,66
A. Valencia,31,38,83,17000000,130000,17,76,79,80,77,77,76,82,79,77,80,77,80,75,78,82,76,82,79,77,80,77,80,75,78,82,75
K. Schmeichel,30,17,83,19000000,65000,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
M. Dembélé,29,7,83,25000000,115000,2,80,78,80,79,81,80,76,78,81,80,79,79,77,78,77,80,76,78,81,80,79,79,77,78,77,77
Borja Valero,32,6,83,20000000,80000,3,82,66,75,80,82,82,72,66,82,75,80,81,74,80,74,82,72,66,82,75,80,81,74,80,74,74
L. Perrin,31,13,83,17500000,46000,1,68,82,79,68,72,68,79,82,72,79,68,69,69,67,77,68,79,82,72,79,68,69,69,67,77,69
L. Biglia,31,1,83,17500000,105000,4,76,75,81,73,80,76,78,75,80,81,73,75,68,73,79,76,78,75,80,81,73,75,68,73,79,68
Juanfran,32,6,83,14500000,62000,17,73,78,78,72,75,73,81,78,75,78,72,76,69,74,81,73,81,78,75,78,72,76,69,74,81,69
